Experiment,Location,Structure,Position,Species,Origin,Treatment,Remarks,Date_0,AVG_0,R_0,G_0,B_0,ControlAVG_0,ControlR_0,ControlG_0,ControlB_0,Survival_0,Cause_0,Comments_0,Date_1,AVG_1,R_1,G_1,B_1,ControlAVG_1,ControlR_1,ControlG_1,ControlB_1,Survival_1,Cause_1,Comments_1,Date_2,AVG_2,R_2,G_2,B_2,ControlAVG_2,ControlR_2,ControlG_2,ControlB_2,Survival_2,Cause_2,Comments_2,Date_3,AVG_3,R_3,G_3,B_3,ControlAVG_3,ControlR_3,ControlG_3,ControlB_3,Survival_3,Cause_3,Comments_3,Date_4,AVG_4,R_4,G_4,B_4,ControlAVG_4,ControlR_4,ControlG_4,ControlB_4,Survival_4,Cause_4,Comments_4,Date_5,AVG_5,R_5,G_5,B_5,ControlAVG_5,ControlR_5,ControlG_5,ControlB_5,Survival_5,Cause_5,Comments_5,Date_6,AVG_6,R_6,G_6,B_6,ControlAVG_6,ControlR_6,ControlG_6,ControlB_6,Survival_6,Cause_6,Comments_6,Date_7,AVG_7,R_7,G_7,B_7,ControlAVG_7,ControlR_7,ControlG_7,ControlB_7,Survival_7,Cause_7,Comments_7,Date_8,AVG_8,R_8,G_8,B_8,ControlAVG_8,ControlR_8,ControlG_8,ControlB_8,Survival_8,Cause_8,Comments_8,Date_9,AVG_9,R_9,G_9,B_9,ControlAVG_9,ControlR_9,ControlG_9,ControlB_9,Survival_9,Cause_9,Comments_9,Date_10,AVG_10,R_10,G_10,B_10,ControlAVG_10,ControlR_10,ControlG_10,ControlB_10,Survival_10,Cause_10,Comments_10,Date_11,AVG_11,R_11,G_11,B_11,ControlAVG_11,ControlR_11,ControlG_11,ControlB_11,Survival_11,Cause_11,Comments_11,Date_12,AVG_12,R_12,G_12,B_12,ControlAVG_12,ControlR_12,ControlG_12,ControlB_12,Survival_12,Cause_12,Comments_12,Date_13,AVG_13,R_13,G_13,B_13,ControlAVG_13,ControlR_13,ControlG_13,ControlB_13,Survival_13,Cause_13,Comments_13,Date_14,AVG_14,R_14,G_14,B_14,ControlAVG_14,ControlR_14,ControlG_14,ControlB_14,Survival_14,Cause_14,Comments_14,Date_15,AVG_15,R_15,G_15,B_15,ControlAVG_15,ControlR_15,ControlG_15,ControlB_15,Survival_15,Cause_15,Comments_15,Date_16,AVG_16,R_16,G_16,B_16,ControlAVG_16,ControlR_16,ControlG_16,ControlB_16,Survival_16,Cause_16,Comments_16
Mineral accretion bleaching,Firefly intertidal,2,6,Acropora verweyi,,MAP,,10-Mar-2021,91.526,93.953,104.793,75.791,181.178,158.841,199.085,185.673,100,,,16-Mar-2021,51.502,65.616,46.51,42.37,165.526,147.428,158.54,190.635,100,,,24-Mar-2021,54.54,59.763,60.281,43.565,178.577,151.954,186.576,197.106,100,,,31-Mar-2021,58.401,72.653,56.941,45.61,171.103,161.583,169.755,181.644,100,,,07-Apr-2021,80.1,75.111,88.059,77.097,183.279,156.057,191.066,202.376,100,,,14-Apr-2021,93.89,101.198,99.356,81.133,163.249,158.303,167.272,164.265,100,,,21-Apr-2021,82.146,85.391,81.605,79.45,131.941,125.337,127.057,143.326,100,,,05-May-2021,88.198,82.724,89.472,92.422,157.188,139.442,151.439,180.709,100,,,27-May-2021,106.418,116.917,102.6,99.721,181.344,179.536,175.261,189.216,95,,,24-Jun-2021,49.462,79.051,43.141,26.247,191.629,190.576,186.336,197.708,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,2,7,Millepora tenera,,MAP,,10-Mar-2021,96.382,106.706,115.464,66.98,185.601,162.061,203.47,191.319,95,,,16-Mar-2021,48.365,82.866,46.185,16.024,195.87,188.345,189.124,210.104,100,,,24-Mar-2021,84.299,97.486,96.766,58.644,167.733,144.292,174.686,184.291,85,,,31-Mar-2021,102.456,109.349,106.059,91.915,162.968,154.531,160.726,173.385,85,,,07-Apr-2021,131.565,117.342,144.124,132.947,159.574,132.61,167.7,178.197,80,,,14-Apr-2021,137.929,143.867,146.82,123.288,165.003,160.448,169.357,165.485,80,,,21-Apr-2021,120.092,120.81,120.954,118.537,151.261,145.022,146.597,162.07,50,,,05-May-2021,126.75,124.634,126.918,128.73,173.862,158.248,167.373,195.799,70,,,27-May-2021,57.08,83.57,53.579,34.09,145.794,145.794,131.56,145.794,70,,,24-Jun-2021,30.866,54.032,25.586,12.977,165.026,164.231,159.003,171.743,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,2,8,Porites cylindrica,,MAP,,10-Mar-2021,88.109,88.641,105.809,69.793,161.189,136.378,181.156,166.501,20,,,16-Mar-2021,100.929,119.823,100.534,82.474,187.206,179.676,180.421,201.412,30,,,24-Mar-2021,111.688,107.951,126.936,100.28,161.431,138.379,168.51,177.55,10,,,31-Mar-2021,172.722,186.418,179.496,152.326,211.503,207.431,209.625,217.685,10,,,07-Apr-2021,,,,,,,,,0,Dead,,14-Apr-2021,107.663,117.374,117.032,88.805,191.712,188.163,194.752,192.441,10,,,21-Apr-2021,,,,,,,,,0,Dead,,05-May-2021,,,,,,,,,0,Dead,,27-May-2021,,,,,,,,,0,Dead,,24-Jun-2021,,,,,,,,,0,Dead,Dead?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,2,9,Acropora verweyi,,MAP,,10-Mar-2021,88.922,88.124,104.325,74.252,185.08,161.929,202.886,190.25,100,,,16-Mar-2021,41.473,59.395,37.165,27.85,170.888,161.826,164.166,186.834,95,,,24-Mar-2021,33.738,37.682,38.744,24.792,120.76,95.86,127.665,138.618,95,,,31-Mar-2021,60.017,74.418,58.81,46.83,164.709,157.987,162.787,173.275,100,,,07-Apr-2021,92.447,84.29,102.089,90.889,174.638,147.016,182.794,193.858,100,,,14-Apr-2021,85.685,91.842,92.293,72.962,153.79,149.464,157.64,154.395,100,,,21-Apr-2021,98.214,102.23,99.361,93.003,167.209,164.513,161.944,175.37,90,,,05-May-2021,,,,,,,,,0,Dead,,27-May-2021,,,,,,,,,0,Dead,,24-Jun-2021,,,,,,,,,0,Dead,Dead?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,2,10,Millepora tenera,,MAP,,10-Mar-2021,91.033,107.429,110.845,54.801,184.007,160.975,201.136,189.623,80,,,16-Mar-2021,53.981,94.487,50.813,16.623,185.789,180.505,179.192,197.661,80,,,24-Mar-2021,60.557,73.271,71.18,37.199,169.925,145.158,177.277,187.254,50,,,31-Mar-2021,69.772,93.456,70.81,45.02,186.87,182.315,184.997,193.456,40,,,07-Apr-2021,40.377,64.134,45.37,11.683,207.532,207.532,198.985,207.532,10,,,14-Apr-2021,91.655,98.379,98.174,78.438,181.366,176.491,185.468,182.239,10,,growing tip,21-Apr-2021,,,,,,,,,0,Dead,,05-May-2021,,,,,,,,,0,Dead,,27-May-2021,,,,,,,,,0,Dead,,24-Jun-2021,,,,,,,,,0,Dead,Dead?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,2,11,Porites cylindrica,,MAP,,10-Mar-2021,105.512,102.352,126.582,87.596,180.187,180.187,192.828,180.187,75,,,16-Mar-2021,80.835,90.376,82.848,69.307,188.812,182.401,182.537,201.413,70,,,24-Mar-2021,96.611,90.524,111.253,88.025,178.199,155.101,184.586,194.969,70,,,31-Mar-2021,103.368,113.752,111.046,85.342,170.506,163.018,168.429,179.956,70,,,07-Apr-2021,123.343,113.683,141.051,115.36,181.599,155.505,189.946,199.322,70,,,14-Apr-2021,133.175,146.957,146.376,106.214,181.522,178.187,184.738,181.734,70,,,21-Apr-2021,86.756,96.484,90.75,73.09,126.029,120.248,120.999,136.696,70,,,05-May-2021,126.582,129.221,131.826,118.647,184.662,169.382,178.499,205.955,70,,,27-May-2021,99.611,115.738,99.945,83.129,165.55,163.133,159.694,174.074,10,,bacterial growth/ slime,24-Jun-2021,,,,,,,,,0,Dead,Dead?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,2,12,Acropora verweyi,,MAP,,10-Mar-2021,89.04,91.018,102.881,73.223,175.948,151.611,193.987,182.273,90,,,16-Mar-2021,51.948,71.203,47.112,37.537,173.405,162.358,166.188,191.484,90,,,24-Mar-2021,68.778,68.778,92.078,68.778,220.179,220.179,209.263,220.179,90,,,31-Mar-2021,52.828,65.37,53.243,39.892,156.801,145.546,155.102,169.562,90,,,07-Apr-2021,101.221,95.115,113.051,95.446,178.41,151.164,187.027,196.944,90,,,14-Apr-2021,122.842,137.127,136.224,95.182,188.11,185.685,190.781,188.327,90,,Yellow,21-Apr-2021,75.975,84.162,85.314,58.497,184.081,184.081,168.316,184.081,100,,,05-May-2021,87.398,91.333,96.778,74.073,178.408,162.509,172.384,200.107,85,,,27-May-2021,84.617,97.623,84.445,71.798,164.45,163.695,159.836,169.694,85,,,24-Jun-2021,33.806,59.994,28.077,13.372,171.985,171.571,165.676,178.621,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,2,13,Millepora tenera,,MAP,,10-Mar-2021,73.752,78.521,89.774,52.997,179.243,155.95,196.981,184.698,60,,,16-Mar-2021,50.603,85.715,47.874,18.227,182.216,182.216,161.826,182.216,50,,,24-Mar-2021,79.397,88.969,91.703,57.524,138.45,110.712,145.022,159.378,40,,,31-Mar-2021,146.768,151.685,149.497,138.974,182.571,176.322,180.441,190.963,20,,,07-Apr-2021,139.444,131.685,151.159,135.665,192.781,192.781,183.687,192.781,10,,,14-Apr-2021,124.388,134.082,132.984,106.139,175.83,170.141,180.261,177.426,10,,,21-Apr-2021,,,,,,,,,0,Dead,sponge,05-May-2021,,,,,,,,,0,Dead,sponge,27-May-2021,,,,,,,,,0,Dead,,24-Jun-2021,,,,,,,,,0,Dead,Dead?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,2,14,Porites cylindrica,,MAP,,10-Mar-2021,101.951,98.675,121.892,85.329,185.469,162.635,202.119,191.201,20,,,16-Mar-2021,71.415,86.121,71.572,56.748,206.665,206.665,186.277,206.665,10,,,24-Mar-2021,106.894,102.062,120.861,97.722,221.066,221.066,211.07,221.066,10,,,31-Mar-2021,103.052,115.423,111.02,82.674,183.466,179.78,181.731,189.13,10,,,07-Apr-2021,107.253,107.253,133.949,107.253,172.994,148.162,180.781,190.105,10,,blue spot,14-Apr-2021,123.776,135.069,136.807,99.487,173.47,170.413,176.649,173.388,20,,blue spot,21-Apr-2021,99.342,106.623,104.488,86.931,151.959,146.877,146.965,162.096,20,,,05-May-2021,115.591,114.967,121.179,110.48,191.321,176.135,185.578,211.975,10,,,27-May-2021,86.024,103.836,83.891,70.289,156.858,157.169,150.865,162.665,10,,,24-Jun-2021,,,,,,,,,0,Dead,Dead?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,2,15,Pocillopora verrucosa,,MAP,,10-Mar-2021,101.636,106.908,121.176,76.851,191.974,191.974,205.596,191.974,100,,,16-Mar-2021,57.563,69.604,57.035,46.052,173.319,173.319,146.71,173.319,100,,pink,24-Mar-2021,142.51,134.827,148.884,143.825,190.782,169.01,198.022,205.554,95,,pink,31-Mar-2021,107.071,112.299,104.74,104.111,165.734,156.889,164.388,175.684,95,,pink,07-Apr-2021,100.085,87.367,107.651,105.181,159.943,133.473,169.129,177.281,95,,pink,14-Apr-2021,126.528,133.486,129.477,116.619,175.56,172.124,178.673,176.069,90,,,21-Apr-2021,73.668,76.441,71.268,73.1,118.103,114.075,113.156,127.146,80,,,05-May-2021,132.648,129.678,130.977,137.319,192.244,176.771,185.944,213.562,20,,,27-May-2021,,,,,,,,,0,Dead,,24-Jun-2021,,,,,,,,,0,Dead,Dead?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,2,16,Millepora tenera,,MAP,,10-Mar-2021,87.276,98.637,105.245,57.932,188.016,164.679,205.349,193.741,90,,,16-Mar-2021,37.908,71.42,34.441,7.851,149.184,140.235,141.124,165.811,90,,,24-Mar-2021,90.42,100.49,104.265,66.519,171.875,171.875,161.346,171.875,60,,,31-Mar-2021,132.574,143.896,135.738,118.14,178.359,173.143,176.125,185.974,80,,,07-Apr-2021,119.31,105.442,131.989,120.404,170.089,144.987,178.148,187.102,70,,,14-Apr-2021,99.473,100.488,107.104,90.789,148.136,148.136,150.026,148.136,50,,,21-Apr-2021,97.816,110.632,97.711,85.164,186.72,183.511,182.969,193.912,60,,,05-May-2021,139.649,136.199,139.355,143.355,195.849,181.959,189.757,215.663,50,,,27-May-2021,48.627,68.959,45.093,31.849,170.27,164.981,163.156,182.705,20,,fragment partially off pic,24-Jun-2021,40.749,81.269,34.561,6.437,191.725,191.628,186.571,197.128,10,,Deadish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,3,1,Acropora verweyi,,MAP,,10-Mar-2021,61.398,60.431,75.781,47.954,159.814,131.934,181.765,165.994,95,,,16-Mar-2021,38.594,47.191,36.439,32.091,172.145,172.145,129.786,172.145,90,,,24-Mar-2021,63.856,61.837,72.658,57.052,209.262,209.262,192.028,209.262,95,,,31-Mar-2021,69.997,84.869,70.103,55.027,191.123,182.644,190.408,200.356,100,,,07-Apr-2021,92.757,82.617,103.965,131.103,166.953,137.212,176.369,187.026,95,,,14-Apr-2021,92.642,98.743,100.341,78.862,145.598,145.598,149.458,145.598,90,,,21-Apr-2021,76.592,76.592,82.794,76.592,130.282,120.425,127.19,143.269,90,,,05-May-2021,113.826,109.242,116.128,116.128,180.004,163.001,174.449,202.163,90,,,27-May-2021,83.009,86.102,80.748,82.167,167.864,159.314,160.247,183.651,85,,,24-Jun-2021,38.89,64.947,33.404,18.332,183.87,182.77,178.814,190.09,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,3,2,Pocillopora verrucosa,,MAP,,10-Mar-2021,89.67,92.357,108.285,68.424,175.699,150.464,195.151,181.873,100,,,16-Mar-2021,57.259,66.755,59.002,46.024,116.739,90.466,111.425,148.273,90,,,24-Mar-2021,105.193,88.18,117.488,109.875,158.599,124.097,166.645,184.888,100,,pink,31-Mar-2021,106.337,109.364,107.256,102.355,146.83,134.536,146.642,159.427,100,,pink,07-Apr-2021,99.894,85.758,110.349,103.48,149.007,120.925,159.553,166.594,100,,,14-Apr-2021,101.35,104.812,107.272,91.936,142.557,135.66,147.709,144.632,95,,,21-Apr-2021,110.213,110.409,109.954,110.284,177.039,177.039,161.817,177.039,80,,,05-May-2021,100.698,95.867,100.456,105.781,164.587,145.315,159.851,188.721,80,,,27-May-2021,,,,,,,,,0,Dead,,24-Jun-2021,,,,,,,,,0,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,3,3,Millepora tenera,,MAP,,10-Mar-2021,91.196,102.932,112.03,58.609,178.304,152.209,197.784,185.3,80,,,16-Mar-2021,59.907,94.688,61.21,23.804,214.604,206.074,208.318,229.684,60,,White hairs areas not measured,24-Mar-2021,103.275,111.055,118.412,80.347,190.085,156.021,198.234,216.003,70,,no white hairs,31-Mar-2021,101.701,111.182,105.751,88.221,203.89,203.89,196.226,203.89,40,,,07-Apr-2021,95.502,101.041,111.17,74.217,178.03,152.156,187.594,194.46,20,,,14-Apr-2021,153.353,155.739,162.072,142.331,183.677,179.772,187.707,183.759,20,,,21-Apr-2021,117.684,113.894,120.606,118.724,202.357,198.894,198.929,209.809,20,,,05-May-2021,129.819,127.577,131.395,130.497,192.07,175.909,187.005,213.148,10,,,27-May-2021,,,,,,,,,0,Dead,,24-Jun-2021,,,,,,,,,0,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,3,4,Millepora tenera,,MAP,,10-Mar-2021,80.652,87.68,100.409,53.898,176.853,176.853,189.672,176.853,80,,,16-Mar-2021,43.609,68.725,43.803,18.312,128.622,105.556,123.305,157.014,40,,White hairs areas not measured,24-Mar-2021,72.788,75.237,89.84,53.289,198.081,198.081,180.55,198.081,60,,no white hairs,31-Mar-2021,53.847,64.933,60.859,35.775,137.394,137.394,118.04,137.394,40,,,07-Apr-2021,101.788,102.808,119.101,83.427,197.344,197.344,191.171,197.344,10,,,14-Apr-2021,123.097,138.669,134.206,96.284,193.666,189.907,197.845,193.481,10,,,21-Apr-2021,127.904,139.299,131.193,113.281,198.919,195.133,196.244,205.62,40,,,05-May-2021,60.339,70.837,66.409,43.784,172.227,155.41,166.571,194.244,10,,or dead…,27-May-2021,70.137,113.565,64.943,31.966,207.818,206.061,203.138,214.271,20,,"Deadish, values copies",24-Jun-2021,38.178,70.898,35.686,7.933,175.139,173.769,169.835,181.491,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,3,5,Pocillopora verrucosa,,MAP,,10-Mar-2021,69.247,70.187,86.169,51.407,164.587,137.398,184.175,172.432,95,,,16-Mar-2021,40.924,45.644,42.627,34.509,102.166,71.921,96.527,138.159,90,,shadow,24-Mar-2021,125.561,115.376,135.555,125.701,162.018,133.739,171.977,180.499,90,,pink,31-Mar-2021,81.506,78.612,83.255,82.723,113.072,88.863,113.815,136.486,90,,pink,07-Apr-2021,103.28,89.557,113.329,106.862,158.17,130.956,168.611,175.078,90,,pink,14-Apr-2021,107.316,112.666,112.855,96.399,150.321,145.118,155.105,151.069,80,,,21-Apr-2021,96.172,95.794,96.574,96.216,170.788,164.944,167.349,180.237,95,,,05-May-2021,103.745,99.848,105.689,105.79,193.116,174.602,188.845,215.671,10,,,27-May-2021,,,,,,,,,0,Dead,,24-Jun-2021,,,,,,,,,0,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,3,6,Porites cylindrica,,MAP,,10-Mar-2021,83.585,81.584,101.988,67.12,175.692,150.956,193.85,182.183,70,,,16-Mar-2021,49.739,50.1,54.395,44.806,159.537,159.537,120.279,159.537,40,,shadow,24-Mar-2021,116.247,106.143,132.062,110.578,174.621,147.164,184.357,192.559,50,,,31-Mar-2021,71.463,75.354,78.536,60.47,129.55,116.604,128.902,142.782,60,,,07-Apr-2021,95.71,89.938,110.075,87.15,186.807,162.622,195.67,202.324,30,,,14-Apr-2021,97.52,104.549,109.079,78.941,176.581,170.511,181.454,177.89,30,,,21-Apr-2021,105.804,109.189,110.872,97.325,195.558,189.442,191.39,205.948,20,,,05-May-2021,,,,,,,,,0,Dead,,27-May-2021,,,,,,,,,0,Dead,,24-Jun-2021,,,,,,,,,0,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,3,7,Acropora verweyi,,MAP,,10-Mar-2021,96.026,96.867,111.486,79.721,193.458,170.183,211.71,198.669,100,,,16-Mar-2021,40.265,51.897,37.126,31.749,156.388,156.388,115.366,156.388,100,,,24-Mar-2021,52.173,57.911,58.938,39.676,163.901,134.264,172.116,184.885,100,,,31-Mar-2021,63.526,79.319,63.332,47.945,181.971,172.862,191.785,191.785,100,,,07-Apr-2021,83.734,83.734,99.5,83.734,192.392,192.392,184.48,192.392,100,,,14-Apr-2021,104.296,111.856,111.629,89.442,178.319,173.183,182.933,179.12,100,,,21-Apr-2021,117.728,120.976,119.435,112.827,194.357,191.305,190.654,201.705,95,,,05-May-2021,100.575,95.801,103.023,102.917,172.14,154.4,166.513,195.551,100,,,27-May-2021,88.505,90.452,86.721,88.315,169.42,158.521,162.004,187.279,100,,,24-Jun-2021,27.269,45.763,22.948,13.088,159.844,157.498,154.859,167.286,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,3,8,Porites cylindrica,,MAP,,10-Mar-2021,94.524,92.3,115.254,75.998,184.535,158.785,202.672,192.206,70,,,16-Mar-2021,52.84,63.101,58.049,37.377,177.224,156.891,171.35,203.048,30,,,24-Mar-2021,105.845,104.509,123.652,89.301,182.936,155.466,191.887,201.243,60,,,31-Mar-2021,61.767,68.209,71.768,45.419,123.024,105.568,123.248,140.232,70,,,07-Apr-2021,111.898,104.757,131.212,99.617,176.981,152.439,185.466,193.058,60,,,14-Apr-2021,121.485,132.801,136.789,94.747,188.98,185.509,192.414,189.085,50,,,21-Apr-2021,94.752,100.794,102.77,80.815,173.606,168.758,170.105,182.163,90,,,05-May-2021,103.993,107.466,112.199,92.31,185.568,169.745,179.807,207.099,50,,,27-May-2021,107.142,118.143,111.766,91.574,181.995,175.83,175.358,194.731,10,,,24-Jun-2021,50.793,71.652,49.509,31.252,196.509,196.053,191.444,202.197,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,3,9,Porites cylindrica,,MAP,,10-Mar-2021,50.801,44.269,67.974,40.134,125.723,97.522,146.153,133.556,20,,,16-Mar-2021,63.008,70.644,68.066,50.396,162.217,144.697,156.071,185.948,40,,shadow,24-Mar-2021,124.302,115.951,145.07,111.97,171.721,141.988,182.056,191.319,70,,,31-Mar-2021,76.266,78.838,87.328,62.58,116.427,94.614,116.904,137.633,50,,,07-Apr-2021,135.45,126.423,156.921,123.125,180.381,155.691,189.536,196.048,60,,,14-Apr-2021,102.841,112.898,116.373,79.266,170.453,165.408,175.848,170.698,40,,,21-Apr-2021,69.316,70.824,76.317,60.689,160.266,160.266,145.557,160.266,20,,,05-May-2021,113.566,118.392,120.316,101.995,188.449,173.158,182.625,209.359,40,,,27-May-2021,,,,,,,,,0,Dead,,24-Jun-2021,,,,,,,,,0,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,3,10,Acropora verweyi,,MAP,,10-Mar-2021,91.099,92.539,105.463,75.279,194.739,172.407,212.594,199.259,100,,,16-Mar-2021,53.216,62.345,49.785,47.478,180.633,159.68,175.572,206.635,90,,,24-Mar-2021,43.872,47.904,49.608,34.11,140.686,110.246,149.842,161.631,90,,,31-Mar-2021,66.753,85.526,65.756,48.996,200.121,192.68,199.484,208.477,95,,,07-Apr-2021,62.64,59.837,71.763,56.298,170.763,143.302,180.77,188.434,90,,,14-Apr-2021,93.778,103.894,100.716,76.758,184.449,179.711,189.051,184.966,90,,,21-Apr-2021,87.843,90.509,92.276,80.762,188.589,178.915,185.016,201.752,95,,white hairs?,05-May-2021,84.581,90.191,87.625,75.94,190.595,173.531,185.485,212.371,90,,,27-May-2021,98.439,116.619,95.619,83.074,186.875,185.714,182.514,192.347,40,Dead,"Deadish, values copies from similar Acropora",24-Jun-2021,37.842,56.929,32.579,24.02,193.966,192.102,189.154,200.749,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,3,11,Porites cylindrica,,MAP,,10-Mar-2021,99.524,92.919,121.347,84.446,193.137,170.055,210.082,199.053,20,,,16-Mar-2021,67.813,75.215,70.045,58.289,165.009,155.65,159.117,180.385,20,,,24-Mar-2021,112.725,103.082,131.957,103.177,162.373,133.715,173.417,180.616,20,,,31-Mar-2021,66.919,68.022,77.228,55.354,126.046,111.014,125.669,141.299,20,,,07-Apr-2021,167.52,153.931,187.628,161.098,198.26,174.148,206.876,214.054,20,,,14-Apr-2021,69.055,74.217,77.548,55.441,165.146,160.258,169.882,165.681,10,,,21-Apr-2021,46.001,42.915,51.299,43.8,84.525,70.781,83.038,100.043,10,,,05-May-2021,,,,,,,,,0,Dead,,27-May-2021,,,,,,,,,0,Dead,,24-Jun-2021,,,,,,,,,0,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,3,12,Pocillopora verrucosa,,MAP,,10-Mar-2021,80.665,83.788,97.552,60.676,166.702,139.219,186.68,174.125,85,,,16-Mar-2021,73.36,88.502,74.027,57.551,176.282,160.134,170.958,197.88,80,,,24-Mar-2021,109.004,98.019,117.823,111.106,163.14,134.04,173.021,182.499,70,,LIGHT SPOT NOT MEASURED,31-Mar-2021,85.621,82.074,86.716,88.161,144.63,126.937,145.513,161.207,70,,,07-Apr-2021,116.306,102.552,125.464,120.825,180.768,155.03,190.549,196.79,60,,pink,14-Apr-2021,126.443,130.4,131.834,117.032,175.338,170.027,179.778,176.462,70,,,21-Apr-2021,114.998,114.998,116.807,114.998,178.243,172.379,175.417,187.349,50,,,05-May-2021,99.391,97.692,100.325,100.138,190.65,173.015,185.881,212.744,10,,,27-May-2021,,,,,,,,,0,Dead,,24-Jun-2021,,,,,,,,,0,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
